tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
g__Rubellimicrobium,f__Rhodobacteraceae,rank_5,g__Rubellimicrobium,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rubellimicrobium,
s__Rubellimicrobium_mesophilum,g__Rubellimicrobium,rank_6,s__Rubellimicrobium_mesophilum,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Rubellimicrobium,s__Rubellimicrobium_mesophilum
o__Ectothiorhodospirales,c__Gammaproteobacteria,rank_3,o__Ectothiorhodospirales,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,,,
f__Ectothiorhodospiraceae,o__Ectothiorhodospirales,rank_4,f__Ectothiorhodospiraceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Ectothiorhodospiraceae,,
g__Ectothiorhodosinus,f__Ectothiorhodospiraceae,rank_5,g__Ectothiorhodosinus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Ectothiorhodospiraceae,g__Ectothiorhodosinus,
s__Ectothiorhodosinus_mongolicus,g__Ectothiorhodosinus,rank_6,s__Ectothiorhodosinus_mongolicus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Ectothiorhodospiraceae,g__Ectothiorhodosinus,s__Ectothiorhodosinus_mongolicus
f__Chitinibacteraceae,o__Betaproteobacteriales,rank_4,f__Chitinibacteraceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Chitinibacteraceae,,
g__Jeongeupia,f__Chitinibacteraceae,rank_5,g__Jeongeupia,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Chitinibacteraceae,g__Jeongeupia,
o__Enterobacterales,c__Gammaproteobacteria,rank_3,o__Enterobacterales,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,,,
f__Enterobacteriaceae,o__Enterobacterales,rank_4,f__Enterobacteriaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,,
g__Baumannia,f__Enterobacteriaceae,rank_5,g__Baumannia,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Baumannia,
s__Baumannia_cicadellinicola_B,g__Baumannia,rank_6,s__Baumannia_cicadellinicola_B,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Baumannia,s__Baumannia_cicadellinicola_B
o__Sphingobacteriales,c__Bacteroidia,rank_3,o__Sphingobacteriales,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,,,
f__Sphingobacteriaceae,o__Sphingobacteriales,rank_4,f__Sphingobacteriaceae,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,,
g__Pedobacter,f__Sphingobacteriaceae,rank_5,g__Pedobacter,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,
s__Pedobacter_africanus,g__Pedobacter,rank_6,s__Pedobacter_africanus,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,s__Pedobacter_africanus
f__Rhizobiaceae,o__Rhizobiales,rank_4,f__Rhizobiaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,
g__Nitratireductor_A,f__Rhizobiaceae,rank_5,g__Nitratireductor_A,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Nitratireductor_A,
s__Nitratireductor_A_basaltis,g__Nitratireductor_A,rank_6,s__Nitratireductor_A_basaltis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Nitratireductor_A,s__Nitratireductor_A_basaltis
f__Alteromonadaceae,o__Enterobacterales,rank_4,f__Alteromonadaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,,
g__Rheinheimera,f__Alteromonadaceae,rank_5,g__Rheinheimera,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Rheinheimera,
s__Rheinheimera_salexigens,g__Rheinheimera,rank_6,s__Rheinheimera_salexigens,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Rheinheimera,s__Rheinheimera_salexigens
f__Cyanobacteriaceae,o__Nostocales,rank_4,f__Cyanobacteriaceae,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Cyanobacteriaceae,,
g__Cyanobacterium,f__Cyanobacteriaceae,rank_5,g__Cyanobacterium,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Cyanobacteriaceae,g__Cyanobacterium,
s__Cyanobacterium_aponinum,g__Cyanobacterium,rank_6,s__Cyanobacterium_aponinum,Root,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Cyanobacteriaceae,g__Cyanobacterium,s__Cyanobacterium_aponinum
p__UBA10199,d__Bacteria,rank_1,p__UBA10199,Root,d__Bacteria,p__UBA10199,,,,,
c__UBA10199,p__UBA10199,rank_2,c__UBA10199,Root,d__Bacteria,p__UBA10199,c__UBA10199,,,,
o__UBA10199,c__UBA10199,rank_3,o__UBA10199,Root,d__Bacteria,p__UBA10199,c__UBA10199,o__UBA10199,,,
f__UBA10199,o__UBA10199,rank_4,f__UBA10199,Root,d__Bacteria,p__UBA10199,c__UBA10199,o__UBA10199,f__UBA10199,,
g__2-12-FULL-40-28,f__UBA10199,rank_5,g__2-12-FULL-40-28,Root,d__Bacteria,p__UBA10199,c__UBA10199,o__UBA10199,f__UBA10199,g__2-12-FULL-40-28,
c__Brocadiae,p__Planctomycetes,rank_2,c__Brocadiae,Root,d__Bacteria,p__Planctomycetes,c__Brocadiae,,,,
o__Brocadiales,c__Brocadiae,rank_3,o__Brocadiales,Root,d__Bacteria,p__Planctomycetes,c__Brocadiae,o__Brocadiales,,,
f__Scalinduaceae,o__Brocadiales,rank_4,f__Scalinduaceae,Root,d__Bacteria,p__Planctomycetes,c__Brocadiae,o__Brocadiales,f__Scalinduaceae,,
g__Scalindua,f__Scalinduaceae,rank_5,g__Scalindua,Root,d__Bacteria,p__Planctomycetes,c__Brocadiae,o__Brocadiales,f__Scalinduaceae,g__Scalindua,
s__Scalindua_rubra,g__Scalindua,rank_6,s__Scalindua_rubra,Root,d__Bacteria,p__Planctomycetes,c__Brocadiae,o__Brocadiales,f__Scalinduaceae,g__Scalindua,s__Scalindua_rubra
s__Porphyromonas_endodontalis,g__Porphyromonas,rank_6,s__Porphyromonas_endodontalis,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Porphyromonas,s__Porphyromonas_endodontalis
p__Chloroflexi,d__Bacteria,rank_1,p__Chloroflexi,Root,d__Bacteria,p__Chloroflexi,,,,,
c__Dehalococcoidia,p__Chloroflexi,rank_2,c__Dehalococcoidia,Root,d__Bacteria,p__Chloroflexi,c__Dehalococcoidia,,,,
o__Dehalococcoidales,c__Dehalococcoidia,rank_3,o__Dehalococcoidales,Root,d__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__Dehalococcoidales,,,
f__Dehalococcoidaceae,o__Dehalococcoidales,rank_4,f__Dehalococcoidaceae,Root,d__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__Dehalococcoidales,f__Dehalococcoidaceae,,
g__Dehalogenimonas,f__Dehalococcoidaceae,rank_5,g__Dehalogenimonas,Root,d__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__Dehalococcoidales,f__Dehalococcoidaceae,g__Dehalogenimonas,
o__Lactobacillales,c__Bacilli,rank_3,o__Lactobacillales,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,,,
f__Streptococcaceae,o__Lactobacillales,rank_4,f__Streptococcaceae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,,
g__Streptococcus,f__Streptococcaceae,rank_5,g__Streptococcus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
s__Streptococcus_varani,g__Streptococcus,rank_6,s__Streptococcus_varani,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_varani
o__Acetivibrionales,c__Clostridia,rank_3,o__Acetivibrionales,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,,,
f__Acetivibrionaceae,o__Acetivibrionales,rank_4,f__Acetivibrionaceae,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae,,
g__Ruminiclostridium,f__Acetivibrionaceae,rank_5,g__Ruminiclostridium,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae,g__Ruminiclostridium,
s__Ruminiclostridium_thermocellum,g__Ruminiclostridium,rank_6,s__Ruminiclostridium_thermocellum,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae,g__Ruminiclostridium,s__Ruminiclostridium_thermocellum
f__Rhodocyclaceae,o__Betaproteobacteriales,rank_4,f__Rhodocyclaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,,
g__Propionivibrio,f__Rhodocyclaceae,rank_5,g__Propionivibrio,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Propionivibrio,
s__Propionivibrio_aalborgensis,g__Propionivibrio,rank_6,s__Propionivibrio_aalborgensis,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Propionivibrio,s__Propionivibrio_aalborgensis
g__Terribacillus,f__Amphibacillaceae,rank_5,g__Terribacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Terribacillus,
s__Terribacillus_halophilus,g__Terribacillus,rank_6,s__Terribacillus_halophilus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Terribacillus,s__Terribacillus_halophilus
g__Eubacterium_H,f__Lachnospiraceae,rank_5,g__Eubacterium_H,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_H,
s__Eubacterium_H_cellulosolvens_A,g__Eubacterium_H,rank_6,s__Eubacterium_H_cellulosolvens_A,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_H,s__Eubacterium_H_cellulosolvens_A
f__Marinococcaceae,o__Bacillales,rank_4,f__Marinococcaceae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Marinococcaceae,,
g__Natribacillus,f__Marinococcaceae,rank_5,g__Natribacillus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Marinococcaceae,g__Natribacillus,
s__Natribacillus_halophilus,g__Natribacillus,rank_6,s__Natribacillus_halophilus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Marinococcaceae,g__Natribacillus,s__Natribacillus_halophilus
o__Micavibrionales,c__Alphaproteobacteria,rank_3,o__Micavibrionales,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,,,
f__Micavibrionaceae,o__Micavibrionales,rank_4,f__Micavibrionaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,,
g__Micavibrio,f__Micavibrionaceae,rank_5,g__Micavibrio,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__Micavibrio,
s__Micavibrio_aeruginosavorus,g__Micavibrio,rank_6,s__Micavibrio_aeruginosavorus,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__Micavibrio,s__Micavibrio_aeruginosavorus
o__Oscillospirales,c__Clostridia,rank_3,o__Oscillospirales,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,,,
f__Ruminococcaceae,o__Oscillospirales,rank_4,f__Ruminococcaceae,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,,
g__Ruminococcus_D,f__Ruminococcaceae,rank_5,g__Ruminococcus_D,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_D,
s__Ruminococcus_D_albus_C,g__Ruminococcus_D,rank_6,s__Ruminococcus_D_albus_C,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_D,s__Ruminococcus_D_albus_C
f__Beijerinckiaceae,o__Rhizobiales,rank_4,f__Beijerinckiaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,,
g__Methylocystis,f__Beijerinckiaceae,rank_5,g__Methylocystis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocystis,
s__Methylocystis_rosea,g__Methylocystis,rank_6,s__Methylocystis_rosea,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Methylocystis,s__Methylocystis_rosea
s__Streptococcus_thermophilus,g__Streptococcus,rank_6,s__Streptococcus_thermophilus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_thermophilus
o__Sphingomonadales,c__Alphaproteobacteria,rank_3,o__Sphingomonadales,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,,,
f__Sphingomonadaceae,o__Sphingomonadales,rank_4,f__Sphingomonadaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,,
g__Sphingomonas_B,f__Sphingomonadaceae,rank_5,g__Sphingomonas_B,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_B,
s__Sphingomonas_B_changbaiensis,g__Sphingomonas_B,rank_6,s__Sphingomonas_B_changbaiensis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Sphingomonas_B,s__Sphingomonas_B_changbaiensis
g__Virgibacillus_C,f__Amphibacillaceae,rank_5,g__Virgibacillus_C,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Virgibacillus_C,
s__Virgibacillus_C_salinus,g__Virgibacillus_C,rank_6,s__Virgibacillus_C_salinus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Virgibacillus_C,s__Virgibacillus_C_salinus
o__Methylococcales,c__Gammaproteobacteria,rank_3,o__Methylococcales,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,,,
f__Methylomonaceae,o__Methylococcales,rank_4,f__Methylomonaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonaceae,,
g__Crenothrix,f__Methylomonaceae,rank_5,g__Crenothrix,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonaceae,g__Crenothrix,
s__Crenothrix_polyspora_A,g__Crenothrix,rank_6,s__Crenothrix_polyspora_A,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonaceae,g__Crenothrix,s__Crenothrix_polyspora_A
c__Desulfobacteria,p__Desulfobacterota,rank_2,c__Desulfobacteria,Root,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,,,,
o__Desulfobacterales,c__Desulfobacteria,rank_3,o__Desulfobacterales,Root,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,,,
f__Desulfobacteraceae,o__Desulfobacterales,rank_4,f__Desulfobacteraceae,Root,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfobacteraceae,,
g__Desulfobacterium_A,f__Desulfobacteraceae,rank_5,g__Desulfobacterium_A,Root,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfobacterium_A,
s__Desulfobacterium_A_vacuolatum,g__Desulfobacterium_A,rank_6,s__Desulfobacterium_A_vacuolatum,Root,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfobacterium_A,s__Desulfobacterium_A_vacuolatum
o__Mycoplasmatales,c__Bacilli,rank_3,o__Mycoplasmatales,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,,,
f__Ureaplasmataceae,o__Mycoplasmatales,rank_4,f__Ureaplasmataceae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Ureaplasmataceae,,
g__Ureaplasma,f__Ureaplasmataceae,rank_5,g__Ureaplasma,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Ureaplasmataceae,g__Ureaplasma,
s__Ureaplasma_urealyticum,g__Ureaplasma,rank_6,s__Ureaplasma_urealyticum,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Ureaplasmataceae,g__Ureaplasma,s__Ureaplasma_urealyticum
f__Oscillospiraceae,o__Oscillospirales,rank_4,f__Oscillospiraceae,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,,
g__Pseudoflavonifractor,f__Oscillospiraceae,rank_5,g__Pseudoflavonifractor,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Pseudoflavonifractor,
f__Massilibacteriaceae,o__Bacillales,rank_4,f__Massilibacteriaceae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Massilibacteriaceae,,
g__Massilibacterium,f__Massilibacteriaceae,rank_5,g__Massilibacterium,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Massilibacteriaceae,g__Massilibacterium,
s__Massilibacterium_senegalense,g__Massilibacterium,rank_6,s__Massilibacterium_senegalense,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Massilibacteriaceae,g__Massilibacterium,s__Massilibacterium_senegalense
g__C254,f__Marinococcaceae,rank_5,g__C254,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Marinococcaceae,g__C254,
o__Eubacteriales,c__Clostridia,rank_3,o__Eubacteriales,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Eubacteriales,,,
f__Eubacteriaceae,o__Eubacteriales,rank_4,f__Eubacteriaceae,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,,
g__Eubacterium,f__Eubacteriaceae,rank_5,g__Eubacterium,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacterium,
s__Eubacterium_limosum,g__Eubacterium,rank_6,s__Eubacterium_limosum,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Eubacterium,s__Eubacterium_limosum
o__Gemmatales,c__Planctomycetia,rank_3,o__Gemmatales,Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,,,
f__Gemmataceae,o__Gemmatales,rank_4,f__Gemmataceae,Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,,
g__Fimbriiglobus,f__Gemmataceae,rank_5,g__Fimbriiglobus,Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__Fimbriiglobus,
s__Fimbriiglobus_ruber,g__Fimbriiglobus,rank_6,s__Fimbriiglobus_ruber,Root,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Gemmatales,f__Gemmataceae,g__Fimbriiglobus,s__Fimbriiglobus_ruber
o__Acetobacterales,c__Alphaproteobacteria,rank_3,o__Acetobacterales,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,,,
f__Acetobacteraceae,o__Acetobacterales,rank_4,f__Acetobacteraceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,,
g__Roseomonas,f__Acetobacteraceae,rank_5,g__Roseomonas,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,
s__Roseomonas_aerilata,g__Roseomonas,rank_6,s__Roseomonas_aerilata,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Roseomonas,s__Roseomonas_aerilata
f__Lactobacillaceae,o__Lactobacillales,rank_4,f__Lactobacillaceae,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,,
g__Lactobacillus_G,f__Lactobacillaceae,rank_5,g__Lactobacillus_G,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_G,
s__Lactobacillus_G_similis,g__Lactobacillus_G,rank_6,s__Lactobacillus_G_similis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_G,s__Lactobacillus_G_similis
g__Enorma,f__Coriobacteriaceae,rank_5,g__Enorma,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Enorma,
s__Enorma_massiliensis,g__Enorma,rank_6,s__Enorma_massiliensis,Root,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Enorma,s__Enorma_massiliensis
f__Nocardioidaceae,o__Propionibacteriales,rank_4,f__Nocardioidaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,,
g__Nocardioides,f__Nocardioidaceae,rank_5,g__Nocardioides,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,
f__Microbacteriaceae,o__Actinomycetales,rank_4,f__Microbacteriaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,,
g__UBA6606,f__Microbacteriaceae,rank_5,g__UBA6606,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__UBA6606,
c__Ignavibacteria,p__Bacteroidetes,rank_2,c__Ignavibacteria,Root,d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,,,,
o__Ignavibacteriales,c__Ignavibacteria,rank_3,o__Ignavibacteriales,Root,d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__Ignavibacteriales,,,
f__Melioribacteraceae,o__Ignavibacteriales,rank_4,f__Melioribacteraceae,Root,d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__Ignavibacteriales,f__Melioribacteraceae,,
g__XYB12-FULL-38-5,f__Melioribacteraceae,rank_5,g__XYB12-FULL-38-5,Root,d__Bacteria,p__Bacteroidetes,c__Ignavibacteria,o__Ignavibacteriales,f__Melioribacteraceae,g__XYB12-FULL-38-5,
f__Ferrovaceae,o__Betaproteobacteriales,rank_4,f__Ferrovaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Ferrovaceae,,
g__Z-31,f__Ferrovaceae,rank_5,g__Z-31,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Ferrovaceae,g__Z-31,
d__Eukaryota,Root,rank_0,d__Eukaryota,Root,d__Eukaryota,,,,,,
Cryptophyta,d__Eukaryota,rank_1,Cryptophyta,Root,d__Eukaryota,Cryptophyta,,,,,
c__Leptospirae,p__Spirochaetes,rank_2,c__Leptospirae,Root,d__Bacteria,p__Spirochaetes,c__Leptospirae,,,,
o__Leptospirales,c__Leptospirae,rank_3,o__Leptospirales,Root,d__Bacteria,p__Spirochaetes,c__Leptospirae,o__Leptospirales,,,
f__Leptonemataceae,o__Leptospirales,rank_4,f__Leptonemataceae,Root,d__Bacteria,p__Spirochaetes,c__Leptospirae,o__Leptospirales,f__Leptonemataceae,,
g__Leptonema,f__Leptonemataceae,rank_5,g__Leptonema,Root,d__Bacteria,p__Spirochaetes,c__Leptospirae,o__Leptospirales,f__Leptonemataceae,g__Leptonema,
s__Leptonema_illini,g__Leptonema,rank_6,s__Leptonema_illini,Root,d__Bacteria,p__Spirochaetes,c__Leptospirae,o__Leptospirales,f__Leptonemataceae,g__Leptonema,s__Leptonema_illini
f__Shewanellaceae,o__Enterobacterales,rank_4,f__Shewanellaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,,
g__Shewanella,f__Shewanellaceae,rank_5,g__Shewanella,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Shewanella,
s__Shewanella_sp2,g__Shewanella,rank_6,s__Shewanella_sp2,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Shewanella,s__Shewanella_sp2
o__Tissierellales,c__Clostridia,rank_3,o__Tissierellales,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,,,
f__Helcococcaceae,o__Tissierellales,rank_4,f__Helcococcaceae,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Helcococcaceae,,
g__W5053,f__Helcococcaceae,rank_5,g__W5053,Root,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Tissierellales,f__Helcococcaceae,g__W5053,
s__Halomonas_halodenitrificans,g__Halomonas,rank_6,s__Halomonas_halodenitrificans,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Halomonadaceae,g__Halomonas,s__Halomonas_halodenitrificans
